kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height
youtube#video,F9__4YQxgH3YkaHkRdpN6ww8fQo,IPWABxZ_ukA,2022-04-29T18:01:04Z,UCHbfRjN8PZzAyJqVsYkMkPA,Johnny Depp Talks About Jack Sparrow Role/Disney In Court,"Johnny Depp Talks About Jack Sparrow Role/Disney In Court

Business Email: icedcoffeebusiness1@gmail.com

Remember to leave a like and subscribe for more content!

#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court #Memes",https://i.ytimg.com/vi/IPWABxZ_ukA/default.jpg,120,90,https://i.ytimg.com/vi/IPWABxZ_ukA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IPWABxZ_ukA/hqdefault.jpg,480,360,IcedCoffee,"['Johnny depp', 'johnny depp being a savage in court', 'Johnny Depp Amber Heard', 'Johnny Depp trial 2022', 'Johnny Depp vs Amber heard', 'Johnny Depp vs amber heard court', 'Johnny Depp amber heard trial', 'amber heard Johnny depp', 'amber heard', 'Johnny Depp takes stand', 'Johnny Depp v amber heard court live', 'Andrew pandrew', 'memes', 'Johnny Depp vs Amber Heard Full Trial', 'Johnny depp live', 'Law', 'Johnny Depp court case live', 'Depp vs heard', 'depp live', 'Johnny Depp Funny', 'Funny', 'Johnny Depp Savage']",24,none,Johnny Depp Talks About Jack Sparrow Role/Disney In Court,"Johnny Depp Talks About Jack Sparrow Role/Disney In Court

Business Email: icedcoffeebusiness1@gmail.com

Remember to leave a like and subscribe for more content!

#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court #Memes",PT34S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,17154,403,0,74,https://i.ytimg.com/vi/IPWABxZ_ukA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/IPWABxZ_ukA/maxresdefault.jpg,1280.0,720.0
youtube#video,qsv2DLQA256XuZQ4d1Wm31F0fs4,kb_1BbsBLTY,2022-05-01T19:38:58Z,UCHbfRjN8PZzAyJqVsYkMkPA,Top 10 DUMB/STUPID Amber Heard Lawyer Moments In Johnny Depp Court Case!,"Top 10 DUMB/STUPID Amber Heard Lawyer Moments In Johnny Depp Court Case!


Business Email: icedcoffeebusiness1@gmail.com

Remember to leave a like and subscribe for more content!

#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court #Memes",https://i.ytimg.com/vi/kb_1BbsBLTY/default.jpg,120,90,https://i.ytimg.com/vi/kb_1BbsBLTY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kb_1BbsBLTY/hqdefault.jpg,480,360,IcedCoffee,"['Johnny depp', 'johnny depp being a savage in court', 'Johnny Depp Amber Heard', 'Johnny Depp trial 2022', 'Johnny Depp vs Amber heard', 'Johnny Depp vs amber heard court', 'Johnny Depp amber heard trial', 'amber heard Johnny depp', 'amber heard', 'Johnny Depp takes stand', 'Johnny Depp v amber heard court live', 'Andrew pandrew', 'memes', 'Johnny Depp vs Amber Heard Full Trial', 'Johnny depp live', 'Law', 'Johnny Depp court case live', 'Depp vs heard', 'depp live', 'Johnny Depp Funny', 'Funny', 'Johnny Depp Savage']",24,none,Top 10 DUMB/STUPID Amber Heard Lawyer Moments In Johnny Depp Court Case!,"Top 10 DUMB/STUPID Amber Heard Lawyer Moments In Johnny Depp Court Case!


Business Email: icedcoffeebusiness1@gmail.com

Remember to leave a like and subscribe for more content!

#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court #Memes",PT8M40S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2726282,36100,0,4482,https://i.ytimg.com/vi/kb_1BbsBLTY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/kb_1BbsBLTY/maxresdefault.jpg,1280.0,720.0
youtube#video,6sUY_tz7GX1BUF1j3iNSmzL9Cgc,kCtBg4kplLI,2022-04-29T10:24:50Z,UCHbfRjN8PZzAyJqVsYkMkPA,Johnny Depp Passing Sweets Around Like A True Life WIlly Wonka In Court,"Johnny Depp Passing Sweets Around Like A True Life Willy Wonka In Court


Business Email: icedcoffeebusiness1@gmail.com

Remember to leave a like and subscribe for more content!

#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court #Memes",https://i.ytimg.com/vi/kCtBg4kplLI/default.jpg,120,90,https://i.ytimg.com/vi/kCtBg4kplLI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kCtBg4kplLI/hqdefault.jpg,480,360,IcedCoffee,"['Johnny depp', 'johnny depp being a savage in court', 'Johnny Depp Amber Heard', 'Johnny Depp trial 2022', 'Johnny Depp vs Amber heard', 'Johnny Depp vs amber heard court', 'Johnny Depp amber heard trial', 'amber heard Johnny depp', 'amber heard', 'Johnny Depp takes stand', 'Johnny Depp v amber heard court live', 'Andrew pandrew', 'memes', 'Johnny Depp vs Amber Heard Full Trial', 'Johnny depp live', 'Law', 'Johnny Depp court case live', 'Depp vs heard', 'depp live', 'Johnny Depp Funny', 'Funny', 'Johnny Depp Savage']",24,none,Johnny Depp Passing Sweets Around Like A True Life WIlly Wonka In Court,"Johnny Depp Passing Sweets Around Like A True Life Willy Wonka In Court


Business Email: icedcoffeebusiness1@gmail.com

Remember to leave a like and subscribe for more content!

#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court #Memes",PT24S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,1497287,28653,0,2430,https://i.ytimg.com/vi/kCtBg4kplLI/sddefault.jpg,640.0,480.0,,,
youtube#video,C__V5LtXBa1xhw4EENIjuv11DFM,Kn_R-Peb8Vs,2022-05-11T14:08:26Z,UCHbfRjN8PZzAyJqVsYkMkPA,Jack Sparrow Testifies Against Amber Heard,"Jack Sparrow Testifies Against Amber Heard

By bringing up his past relationship with Kate Moss (and a fictitious incident) she has now opened the door to not only Kate testifying- now his lawyers are allowed to bring up all past relationships- including her previous DV arrest.

Tags (ignore): johnny depp trial,johnny depps trial,amber heard trial,amber heard,johhny vs amber trial,funny,#johnnydepp,johnny depp amber heard,johnny amber,johnny depp amber heard trial,johnny depp amber heard court,funny moments,johnny depp amber heard funny moments,johnny depp trial 2022,depp,depp vs heard,johnny depp court highlights,johnny depp court case,johnny depp lawyer,johnny depp court case funny moments,johnny depp trial highlights,johnny depp funny moments

#JohnnyDepp #AmberHeard #JohnnyDeppTrial2022",https://i.ytimg.com/vi/Kn_R-Peb8Vs/default.jpg,120,90,https://i.ytimg.com/vi/Kn_R-Peb8Vs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Kn_R-Peb8Vs/hqdefault.jpg,480,360,IcedCoffee,"['Johnny depp', 'Johnny depp trial', 'funny tiktok johnny depp trial', 'tiktok reenactment johnny depp trial', 'funny tiktok compilations', 'Johnny Depp', 'Johnny Depp vs Amber Heard', 'johhny vs amber trial', 'johnny depp amber heard', 'johnny depp amber heard trial', 'johnny depp amber heard court', 'johnny depp amber heard funny moments', 'johnny depp trial 2022', 'johnny depp court highlights', 'johnny depp court case', 'johnny depp lawyer', 'johnny depp trial highlights', 'johnny depp funny moments']",24,none,Jack Sparrow Testifies Against Amber Heard,"Jack Sparrow Testifies Against Amber Heard

By bringing up his past relationship with Kate Moss (and a fictitious incident) she has now opened the door to not only Kate testifying- now his lawyers are allowed to bring up all past relationships- including her previous DV arrest.

Tags (ignore): johnny depp trial,johnny depps trial,amber heard trial,amber heard,johhny vs amber trial,funny,#johnnydepp,johnny depp amber heard,johnny amber,johnny depp amber heard trial,johnny depp amber heard court,funny moments,johnny depp amber heard funny moments,johnny depp trial 2022,depp,depp vs heard,johnny depp court highlights,johnny depp court case,johnny depp lawyer,johnny depp court case funny moments,johnny depp trial highlights,johnny depp funny moments

#JohnnyDepp #AmberHeard #JohnnyDeppTrial2022",PT19S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1346,24,0,4,,,,,,
youtube#video,mZ2pJSEjWVmsswFxm7lTD1vbxug,mwYQFt3zygo,2022-05-04T14:27:25Z,UCHbfRjN8PZzAyJqVsYkMkPA,Hilarious Moments In Johnny Depp Court Case Trial!,"Top 10 BEST Moments from DAY 13 of Johnny Depp Court Case Trial!



Business Email: icedcoffeebusiness1@gmail.com

Remember to leave a like and subscribe for more content!

#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court #Memes",https://i.ytimg.com/vi/mwYQFt3zygo/default.jpg,120,90,https://i.ytimg.com/vi/mwYQFt3zygo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mwYQFt3zygo/hqdefault.jpg,480,360,IcedCoffee,"['Johnny depp', 'johnny depp being a savage in court', 'Johnny Depp Amber Heard', 'Johnny Depp trial 2022', 'Johnny Depp vs Amber heard', 'Johnny Depp vs amber heard court', 'Johnny Depp amber heard trial', 'amber heard Johnny depp', 'amber heard', 'Johnny Depp takes stand', 'Johnny Depp v amber heard court live', 'Andrew pandrew', 'memes', 'Johnny Depp vs Amber Heard Full Trial', 'Johnny depp live', 'Law', 'Johnny Depp court case live', 'Depp vs heard', 'depp live', 'Johnny Depp Funny', 'Funny', 'Johnny Depp Savage', 'day13']",24,none,Hilarious Moments In Johnny Depp Court Case Trial!,"Top 10 BEST Moments from DAY 13 of Johnny Depp Court Case Trial!



Business Email: icedcoffeebusiness1@gmail.com

Remember to leave a like and subscribe for more content!

#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court #Memes",PT5M59S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,88345,676,0,73,https://i.ytimg.com/vi/mwYQFt3zygo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/mwYQFt3zygo/maxresdefault.jpg,1280.0,720.0
youtube#video,TOtRLk-xU3Lfrh3SvcAmQEB8Qo4,QznOg75alnk,2022-04-30T15:33:49Z,UCHbfRjN8PZzAyJqVsYkMkPA,Top 12 FUNNIEST Johnny Depp Court Moments!,"Top 12 FUNNIEST Moments In Johnny Depp Court Case


Business Email: icedcoffeebusiness1@gmail.com

Remember to leave a like and subscribe for more content!

#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court #Memes",https://i.ytimg.com/vi/QznOg75alnk/default.jpg,120,90,https://i.ytimg.com/vi/QznOg75alnk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/QznOg75alnk/hqdefault.jpg,480,360,IcedCoffee,"['Johnny depp', 'johnny depp being a savage in court', 'Johnny Depp Amber Heard', 'Johnny Depp trial 2022', 'Johnny Depp vs Amber heard', 'Johnny Depp vs amber heard court', 'Johnny Depp amber heard trial', 'amber heard Johnny depp', 'amber heard', 'Johnny Depp takes stand', 'Johnny Depp v amber heard court live', 'Andrew pandrew', 'memes', 'Johnny Depp vs Amber Heard Full Trial', 'Johnny depp live', 'Law', 'Johnny Depp court case live', 'Depp vs heard', 'depp live', 'Johnny Depp Funny', 'Funny', 'Johnny Depp Savage']",24,none,Top 12 FUNNIEST Johnny Depp Court Moments!,"Top 12 FUNNIEST Moments In Johnny Depp Court Case


Business Email: icedcoffeebusiness1@gmail.com

Remember to leave a like and subscribe for more content!

#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court #Memes",PT9M35S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1110085,12254,0,1175,https://i.ytimg.com/vi/QznOg75alnk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/QznOg75alnk/maxresdefault.jpg,1280.0,720.0
youtube#video,_SedvWQutPCbotUxWJYZK0mJbUY,t6F7rKAcW5M,2022-05-05T15:46:11Z,UCHbfRjN8PZzAyJqVsYkMkPA,Johnny Depp Moaning in Pain? Court Audio Evidence,"Johnny Depp ""Howling"" On Plane In Amber Heard Court ""Evidence""

Amber Heard took the stand and began giving her testimony to the jury. 


Johnny Depp is currently suing Heard for defamation seeking reparations of $50 million for damages to his career and reputation. !

#AmberHeardLies #JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court",https://i.ytimg.com/vi/t6F7rKAcW5M/default.jpg,120,90,https://i.ytimg.com/vi/t6F7rKAcW5M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/t6F7rKAcW5M/hqdefault.jpg,480,360,IcedCoffee,"['Johnny Depp', 'Amber Heard', 'johnny depp amber heard', 'amber heard johnny depp', 'johnny depp lawsuit', 'johnny depp appeal', 'johnny depp defamation', 'johnny depp trial', 'johnny depp defamation suit', 'amber heard lawsuit', 'defamation johnny depp', 'Johnny Depp Amber Heard', 'Johnny Depp trial 2022', 'Johnny Depp vs amber heard court', 'Johnny Depp amber heard trial', 'Johnny Depp vs Amber Heard Full Trial', 'Johnny depp live', 'Johnny Depp court case live', 'Johnny Depp Funny', 'Johnny Depp Savage']",24,none,Johnny Depp Moaning in Pain? Court Audio Evidence,"Johnny Depp ""Howling"" On Plane In Amber Heard Court ""Evidence""

Amber Heard took the stand and began giving her testimony to the jury. 


Johnny Depp is currently suing Heard for defamation seeking reparations of $50 million for damages to his career and reputation. !

#AmberHeardLies #JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court",PT2M42S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,12332,123,0,64,,,,,,
youtube#video,-B8qKQGcdbnqgtWFZ40TlK5FeVI,TSxO_ZA1rgA,2022-05-05T12:56:38Z,UCHbfRjN8PZzAyJqVsYkMkPA,Amber Heards AWFUL Acting In Court Against Johnny Depp (EMBARASSING),"Amber Heards AWFUL Acting In Court Against Johnny Depp (EMBARASSING)

TOP 5 EMBARASSING Moments in Amber Heard's Testimony vs Johnny Depp

Amber Heard took the stand and began giving her testimony to the jury. 


Johnny Depp is currently suing Heard for defamation seeking reparations of $50 million for damages to his career and reputation. !

#AmberHeardLies #JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court",https://i.ytimg.com/vi/TSxO_ZA1rgA/default.jpg,120,90,https://i.ytimg.com/vi/TSxO_ZA1rgA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/TSxO_ZA1rgA/hqdefault.jpg,480,360,IcedCoffee,"['Johnny Depp', 'Amber Heard', 'johnny depp amber heard', 'amber heard johnny depp', 'johnny depp lawsuit', 'johnny depp appeal', 'johnny depp defamation', 'johnny depp trial', 'johnny depp defamation suit', 'amber heard lawsuit', 'defamation johnny depp', 'Johnny Depp Amber Heard', 'Johnny Depp trial 2022', 'Johnny Depp vs amber heard court', 'Johnny Depp amber heard trial', 'Johnny Depp vs Amber Heard Full Trial', 'Johnny depp live', 'Johnny Depp court case live', 'Johnny Depp Funny', 'Johnny Depp Savage']",24,none,Amber Heards AWFUL Acting In Court Against Johnny Depp (EMBARASSING),"Amber Heards AWFUL Acting In Court Against Johnny Depp (EMBARASSING)

TOP 5 EMBARASSING Moments in Amber Heard's Testimony vs Johnny Depp

Amber Heard took the stand and began giving her testimony to the jury. 


Johnny Depp is currently suing Heard for defamation seeking reparations of $50 million for damages to his career and reputation. !

#AmberHeardLies #JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court",PT2M49S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,48651,627,0,220,https://i.ytimg.com/vi/TSxO_ZA1rgA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/TSxO_ZA1rgA/maxresdefault.jpg,1280.0,720.0
youtube#video,Vll3-Jsmgz33jG37lVqzziiEQTc,WXE-0XyYark,2022-04-29T12:47:24Z,UCHbfRjN8PZzAyJqVsYkMkPA,"Johnny Depp FUNNIEST Court Moments (No editing, original audio)","Johnny Depp FUNNIEST Court Moments Compilation (No editing, original audio)


Business Email: icedcoffeebusiness1@gmail.com

Remember to leave a like and subscribe for more content!

#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court #Memes",https://i.ytimg.com/vi/WXE-0XyYark/default.jpg,120,90,https://i.ytimg.com/vi/WXE-0XyYark/mqdefault.jpg,320,180,https://i.ytimg.com/vi/WXE-0XyYark/hqdefault.jpg,480,360,IcedCoffee,"['Johnny depp', 'johnny depp being a savage in court', 'Johnny Depp Amber Heard', 'Johnny Depp trial 2022', 'Johnny Depp vs Amber heard', 'Johnny Depp vs amber heard court', 'Johnny Depp amber heard trial', 'amber heard Johnny depp', 'amber heard', 'Johnny Depp takes stand', 'Johnny Depp v amber heard court live', 'Andrew pandrew', 'memes', 'Johnny Depp vs Amber Heard Full Trial', 'Johnny depp live', 'Law', 'Johnny Depp court case live', 'Depp vs heard', 'depp live', 'Johnny Depp Funny', 'Funny', 'Johnny Depp Savage']",24,none,"Johnny Depp FUNNIEST Court Moments (No editing, original audio)","Johnny Depp FUNNIEST Court Moments Compilation (No editing, original audio)


Business Email: icedcoffeebusiness1@gmail.com

Remember to leave a like and subscribe for more content!

#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp #Court #Memes",PT3M3S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1421135,22855,0,1349,https://i.ytimg.com/vi/WXE-0XyYark/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/WXE-0XyYark/maxresdefault.jpg,1280.0,720.0
youtube#video,HWXak_yuOGaPUz0AUQHERW1jWNo,YYT441wXooA,2022-05-07T09:38:37Z,UCHbfRjN8PZzAyJqVsYkMkPA,Johnny Depp's Lawyer DESTROYING Amber Heard,"Johnny Depp's Lawyer DESTROYING Amber Heard


Tags (ignore): johnny depp trial,johnny depps trial,amber heard trial,amber heard,johhny vs amber trial,funny,#johnnydepp,johnny depp amber heard,johnny amber,johnny depp amber heard trial,johnny depp amber heard court,funny moments,johnny depp amber heard funny moments,johnny depp trial 2022,depp,depp vs heard,johnny depp court highlights,johnny depp court case,johnny depp lawyer,johnny depp court case funny moments,johnny depp trial highlights,johnny depp funny moments

#JohnnyDepp #AmberHeard #JohnnyDeppTrial2022",https://i.ytimg.com/vi/YYT441wXooA/default.jpg,120,90,https://i.ytimg.com/vi/YYT441wXooA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/YYT441wXooA/hqdefault.jpg,480,360,IcedCoffee,"['johnny depp trial', 'johnny depps trial', 'amber heard trial', 'amber heard', 'johhny vs amber trial', 'funny', '#johnnydepp', 'johnny depp amber heard', 'johnny amber', 'johnny depp amber heard trial', 'johnny depp amber heard court', 'funny moments', 'johnny depp amber heard funny moments', 'johnny depp trial 2022', 'depp', 'depp vs heard', 'johnny depp court highlights', 'johnny depp court case', 'johnny depp lawyer', 'johnny depp court case funny moments', 'johnny depp trial highlights', 'johnny depp funny moments']",24,none,Johnny Depp's Lawyer DESTROYING Amber Heard,"Johnny Depp's Lawyer DESTROYING Amber Heard


Tags (ignore): johnny depp trial,johnny depps trial,amber heard trial,amber heard,johhny vs amber trial,funny,#johnnydepp,johnny depp amber heard,johnny amber,johnny depp amber heard trial,johnny depp amber heard court,funny moments,johnny depp amber heard funny moments,johnny depp trial 2022,depp,depp vs heard,johnny depp court highlights,johnny depp court case,johnny depp lawyer,johnny depp court case funny moments,johnny depp trial highlights,johnny depp funny moments

#JohnnyDepp #AmberHeard #JohnnyDeppTrial2022",PT1M15S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,5046554,102547,0,6670,https://i.ytimg.com/vi/YYT441wXooA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/YYT441wXooA/maxresdefault.jpg,1280.0,720.0
