id,text,defense_AH,support_AH,offense_AH,defense_against_AH
196,You have such nice eyes,0,1,0,0
197,You're awesome,0,1,0,0
198,You're the best,0,1,0,0
199,You're fantastic,0,1,0,0
200,You're really flipping smart,0,1,0,0
201,"You look awesome today, seriously",0,1,0,0
202,"Good morning, sunshine!",0,1,0,0
203,Who needs coffee when you have your smile?,0,1,0,0
204,"Go get 'em, Tiger!",0,1,0,0
205,Take on the day you beautiful land mermaid you!,0,1,0,0
206,I love the smell of napalm in the morning,0,1,0,0
207,You are early today,0,0,0,0
208,Hitting your stride!,0,1,0,0
209,You are making a difference!,0,1,0,0
210,You're more fun than bubble wrap!,0,1,0,0
211,"You made someone smile today, I know it",0,1,0,0
212,You are making a difference,0,1,0,0
213,The day was better for your efforts,0,1,0,0
214,See you tomorrow!,0,1,0,0
215,Sleep tight,0,1,0,0
216,Snowball battle!,0,0,0,0
217,Today is a sunny day,0,1,0,0
218,It's a beautiful day,0,1,0,0
219,The sun is shining today!,0,1,0,0
220,It's such a beautiful day,0,1,0,0
221,"It's gorgeous outside, go play!",0,1,0,0
222,"It's cloudy out there, but no meatballs",0,0,0,0
223,"It may be cloudy, but it's still nice out!",0,1,0,0
224,The sun is hiding right now,0,0,0,0
225,Take your umbrella with you,0,0,0,0
226,"It's wet out there, drive safe!",0,1,0,0
227,"It's rainy outside, but you brighten my day",0,1,0,0
228,Weather forecast for tonight: dark,0,0,0,0
229,"It's a stormy night, don't be scared",0,1,0,0
