Unnamed: 0,id,Unnamed: 0.1,kind,etag,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.dislikeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultLanguage,contentDetails.contentRating.ytRating,contentDetails.regionRestriction.blocked,contentDetails.regionRestriction.allowed,year
1016,d7eougMXloc,,youtube#video,wYORucU9mAkPrzOTXOQ5Gh2SfS4,2017-08-26 09:24:59+00:00,UCK8XJDyYUPge9pF2prhtgZg,aquaman movie |official trailer #1 (2018) -jason momoa |amber heard  -youtube,"aquaman movie |official trailer #1 (2018) -jason momoa |amber heard  -youtube

about aquamman :
aquaman finds himself caught between a surface world that ravages the sea and the underwater atlanteans who are ready to revolt.

initialy release : 21 dec 2018 (usa)

director : james wan
producer :peter safran


subscribe for more : https://www.youtube.com/channel/uck8xjdyyupge9pf2prhtgzg
follow us on google plus : https://plus.google.com/
follow us twitter :https://twitter.com/
follow us on facebook : https://www.facebook.com/lhb-moviesworld-1986120498291800/

thanks stay connected to watch feauter trailer",https://i.ytimg.com/vi/d7eougMXloc/default.jpg,120,90,https://i.ytimg.com/vi/d7eougMXloc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/d7eougMXloc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/d7eougMXloc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/d7eougMXloc/maxresdefault.jpg,1280.0,720.0,LHB MoviesWorld,"['Aquaman', 'aquaman movie', 'aquaman movie trailer', 'aquaman teaser', 'aquaman trailer', 'justice league aquaman', 'justice league trailer', 'justice league movie', 'jason momoa', 'jason momoa aquaman', 'Amber Heard', 'amber heard mera', 'wonder woman clip', 'wonder woman tv spot', 'aquaman movie 2018', 'aquaman', 'justice league', 'wonder', 'LHB', 'MoviesWorld', 'wonder woman', 'dc comics']",24,none,AQUAMAN MOVIE |Official Trailer #1 (2018) -Jason Momoa |Amber Heard  -Youtube,"AQUAMAN MOVIE |Official Trailer #1 (2018) -Jason Momoa |Amber Heard  -Youtube

ABOUT AQUAMMAN :
Aquaman finds himself caught between a surface world that ravages the sea and the underwater Atlanteans who are ready to revolt.

Initialy Release : 21 Dec 2018 (USA)

Director : James Wan
Producer :Peter Safran


SUBSCRIBE FOR MORE : https://www.youtube.com/channel/UCK8XJDyYUPge9pF2prhtgZg
FOLLOW US ON GOOGLE PLUS : https://plus.google.com/
FOLLOW US TWITTER :https://twitter.com/
FOLLOW US ON FACEBOOK : https://www.facebook.com/LHB-MoviesWorld-1986120498291800/

THANKS STAY CONNECTED TO WATCH FEAUTER TRAILER",en,PT2M3S,2d,sd,False,False,rectangular,processed,public,youtube,True,True,False,1419,7.0,1.0,0,0.0,,,,,2017
1035,6OyYUBvuOAI,0.0,youtube#video,8skhiSvozuYubDjOX3wtq18UFas,2017-12-02 23:00:01+00:00,UCwtEtmXWwFgcTL0djeGTjVg,elon musk and amber heard are back together,"elon musk and amber heard were dating on and off for a while now. recently the couple has been spotted reuniting over breakfast.

download and install firefox brave browser and immediately receive a 1000 bat tokens - https://brave.com/cel716

thank you for watching this video. don't forget to subscribe for more access to hot entertainment news and hollywood gossip.

daily uploads

checkout another video - https://youtu.be/ttwziv8ksou

follow us on twitter - https://twitter.com/celebench
like us on facebook - https://facebook.com/celebench
subscribe -  https://goo.gl/lrgyc6


background music
------------------------------
sonata by thunderbolt https://soundcloud.com/thunderboltstr...
creative commons — attribution 3.0 unported— cc by 3.0 
https://creativecommons.org/licenses/by/3.0/
music promoted by audio library https://youtu.be/tdaomwsuwv4
------------------------------------------------------------------------------",https://i.ytimg.com/vi/6OyYUBvuOAI/default.jpg,120,90,https://i.ytimg.com/vi/6OyYUBvuOAI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6OyYUBvuOAI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6OyYUBvuOAI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/6OyYUBvuOAI/maxresdefault.jpg,1280.0,720.0,CELEBENCH,"['elon musk', 'elon musk girlfriend', 'amber heard 2018', 'amber heard boyfriend', 'elon musk 2018', 'elon musk interview', 'tesla founder', 'elon musk wife', 'elon musk kids', 'elon musk net worth', 'elon musk mars', 'elon musk spacex', 'amber heard movies', 'amber heard dating', 'amber heard husband', 'amber heard elon musk', 'amber heard johnny depp', 'amber heard interview', 'elon musk ai', 'celebrity gossip', 'hollywood gossip', 'news', 'celebench', 'gossip', 'celebrity', 'celebrities', 'Celebrity news', 'entertainment news']",24,none,Elon Musk and Amber Heard are BACK TOGETHER,"Elon Musk and Amber Heard were dating on and off for a while now. Recently the couple has been spotted reuniting over breakfast.

Download and install FireFox Brave Browser and immediately receive a 1000 BAT Tokens - https://brave.com/cel716

Thank you for watching this video. Don't forget to subscribe for more access to Hot Entertainment News and Hollywood Gossip.

DAILY UPLOADS

Checkout another video - https://youtu.be/ttwziV8KSOU

Follow Us on Twitter - https://twitter.com/CELEBENCH
Like Us on Facebook - https://facebook.com/CELEBENCH
SUBSCRIBE -  https://goo.gl/LRgyC6


Background Music
------------------------------
Sonata by Thunderbolt https://soundcloud.com/thunderboltstr...
Creative Commons — Attribution 3.0 Unported— CC BY 3.0 
https://creativecommons.org/licenses/by/3.0/
Music promoted by Audio Library https://youtu.be/tdaOmwsuwv4
------------------------------------------------------------------------------",en,PT4M3S,2d,hd,False,True,rectangular,processed,public,youtube,True,False,False,25612,110.0,50.0,0,39.0,en,,,,2017
1041,IZubtii2XEU,0.0,youtube#video,juknxWAX_c1EvYHFQ9Ya6BoZIdk,2017-12-08 13:45:11+00:00,UC60GSF5j14YvwWS96lmB2Rg,amber heard responds to warner bros and jk rowling,"amber heard responds to warner bros and jk rowling
from digital spyamber heard has responded to warner bros. and jk rowling, after they issued statemen...",https://i.ytimg.com/vi/IZubtii2XEU/default.jpg,120,90,https://i.ytimg.com/vi/IZubtii2XEU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IZubtii2XEU/hqdefault.jpg,480,360,,,,,,,Kayode Adegbemile,"['Amber heard responds', 'heard responds to', 'responds to warner', 'to warner bros', 'warner bros and', 'bros and jk', 'Amber heard', 'heard responds', 'responds to', 'to warner', 'warner bros', 'bros and', 'and jk']",25,none,Amber heard responds to warner bros and jk rowling,"Amber heard responds to warner bros and jk rowling
From Digital SpyAmber Heard has responded to Warner Bros. and JK Rowling, after they issued statemen...",,PT2M21S,2d,hd,False,False,rectangular,processed,public,youtube,True,True,False,9,0.0,0.0,0,0.0,,,,,2017
1097,LKoddjd0M7g,,youtube#video,j4qpkf9wZPMnDSTxNet2RlDDZuM,2017-06-25 20:48:40+00:00,UC5gr8mOI6ZhBc3J_rgPkopA,sofia the first - that's not who i am,"sofia the first - that's not who i am
""s04e05 - the mystic isles""

-lyrics

[sofia: just what? the rompkins made you their queen, and they need you. you know it's the right thing to do.]
[amber: i want to help him, to help everyone here, but sofia... i'm not sure i can. i'm starting to think there's a reason why you get to be story keeper, and have a special amulet, and i don't.]

amber:
every day i watch you give your all to those in need
every place we go you make things better with your good deeds
you're the one who saves the day of that, there's no doubt
you're so strong, a natural hero inside and out

but that's not who i am
though it makes my heart break
that's not who i am
i don't have what it takes

so today i caused nothing but trouble, can't you see
every place we've gone i've been thinking only of me
i'm the one who let harm come to all our new friends
i was wrong to think that i'm brave, it was all just pretend

'cause that's not who i am
though it makes my heart break
that's not who i am
i don't have what it takes

[sofia: but that's not true, amber. there's so many times i've seen you do the right thing.]
[amber: you have?]
[sofia: yes. you rescued dad and james from the jade jaguar. you went after mom when you thought she was taken by selians. you even helped fix clio and hildegard's friendship.
[amber: i guess there were times when i put others first.]
[sofia: yes. you do have it in you, amber.]

sofia:
you're the one i've counted on to stand by my side
you're so strong, a natural hero when you reach deep inside

'cause that's just who you are
we all make mistakes
that's just who you are
you've got what it takes

amber:
yes, that is who i am
i'll fix my mistakes
and i'll come through, do all i'm meant to do
'cause that is who i am",https://i.ytimg.com/vi/LKoddjd0M7g/default.jpg,120,90,https://i.ytimg.com/vi/LKoddjd0M7g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LKoddjd0M7g/hqdefault.jpg,480,360,,,,,,,Yeosan ™,['Sofia the First'],1,none,Sofia the First - That's Not Who I Am,"Sofia the First - That's Not Who I Am
""S04E05 - The Mystic Isles""

-Lyrics

[Sofia: Just what? The Rompkins made you their queen, and they need you. You know it's the right thing to do.]
[Amber: I want to help him, to help everyone here, but Sofia... I'm not sure I can. I'm starting to think there's a reason why you get to be story keeper, and have a special amulet, and I don't.]

Amber:
Every day I watch you give your all to those in need
Every place we go you make things better with your good deeds
You're the one who saves the day of that, there's no doubt
You're so strong, a natural hero inside and out

But that's not who I am
Though it makes my heart break
That's not who I am
I don't have what it takes

So today I caused Nothing but trouble, can't you see
Every place we've gone I've been thinking only of me
I'm the one who let harm come To all our new friends
I was wrong to think that I'm brave, It was all just pretend

'Cause that's not who I am
Though it makes my heart break
That's not who I am
I don't have what it takes

[Sofia: But that's not true, Amber. There's so many times I've seen you do the right thing.]
[Amber: You have?]
[Sofia: Yes. You rescued Dad and James from the jade jaguar. You went after Mom when you thought she was taken by Selians. You even helped fix Clio and Hildegard's friendship.
[Amber: I guess there were times when I put others first.]
[Sofia: Yes. You do have it in you, Amber.]

Sofia:
You're the one I've counted on to stand by my side
You're so strong, a natural hero when you reach deep inside

'Cause that's just who you are
We all make mistakes
That's just who you are
You've got what it takes

Amber:
Yes, that is who I am
I'll fix my mistakes
And I'll come through, do all I'm meant to do
'Cause that is who I am",en,PT3M6S,2d,hd,False,False,rectangular,processed,public,youtube,True,True,True,1295594,8940.0,388.0,0,0.0,,,,,2017
1114,6UAdx7YUVqo,,youtube#video,y7ZfW16oO3FMTzz2uWTYMA2krqg,2017-05-19 03:35:15+00:00,UCPzKCOU7l4X7prD-rNd48RA,así luce amber heard como ‘mera’ en ‘aquaman’!,"se reveló la primera fotografía de la película ""aquaman"", en la que aparece la actriz amber heard caracterizada como ""mera"".

ya amber heard había compartido en redes sociales una foto previa, en la que aparece sentada sosteniendo el cómic de ""aquaman"".

la esperada cinta está dirigida por el cineasta james wan y llegará a la pantalla grande en 2018.",https://i.ytimg.com/vi/6UAdx7YUVqo/default.jpg,120,90,https://i.ytimg.com/vi/6UAdx7YUVqo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6UAdx7YUVqo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6UAdx7YUVqo/sddefault.jpg,640.0,480.0,,,,GiveMeNews,,22,none,Así luce Amber Heard como ‘Mera’ en ‘Aquaman’!,"Se reveló la primera fotografía de la película ""Aquaman"", en la que aparece la actriz Amber Heard caracterizada como ""Mera"".

Ya Amber Heard había compartido en redes sociales una foto previa, en la que aparece sentada sosteniendo el cómic de ""Aquaman"".

La esperada cinta está dirigida por el cineasta James Wan y llegará a la pantalla grande en 2018.",,PT20S,2d,sd,False,True,rectangular,processed,public,youtube,True,True,False,845,1.0,0.0,0,0.0,,,,,2017
1128,6EzA2erQi_8,0.0,youtube#video,IJ5JmMZHjcUl1ak1hGoeuc9K8Ys,2017-07-09 20:39:12+00:00,UCgM5P6QGHmrvu5fDPx79mug,georgia confronts amber... | love island 2017,"after an explosive recoupling it's time for georgia to face amber (we don't envy her). but boy does this girl have balls as she confronts the new enemy... it's fair to say amber is more than a little bit annoyed that the new girl chose to pair up with her kem. no one comes between kember you know... oops, we must've forgotten to give georgia that memo.

subscribe for more! http://bit.ly/1u9dtb0

download the official love island app here:
ios: http://bit.ly/2uc0fvs
android: http://bit.ly/2thkw50

like, follow and subscribe to love island!

#loveisland

youtube: https://www.youtube.com/loveisland
website: http://www.itv.com/loveisland
facebook: https://www.facebook.com/loveislanditv2
twitter: https://twitter.com/loveisland
instagram: https://www.instagram.com/loveisland

welcome to the official love island youtube channel. get ready as some seriously hot singles take over the hottest villa in the balearics for six weeks of sun, sea and smooching in their quest for the ultimate summer romance and £50,000 prize!

watch more videos from love island on the official youtube channel https://www.youtube.com/loveisland

http://www.itv.com
http://www.stv.com",https://i.ytimg.com/vi/6EzA2erQi_8/default.jpg,120,90,https://i.ytimg.com/vi/6EzA2erQi_8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6EzA2erQi_8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6EzA2erQi_8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/6EzA2erQi_8/maxresdefault.jpg,1280.0,720.0,Love Island,"['love island 2016', 'love island 2017', 'love island best bits', 'reality show', 'jess love island', '#loveisland', 'love island fight', 'itv2', 'love island sex', 'jess shears', 'love island 2019', 'love island', 'Caroline flack']",24,none,Georgia Confronts Amber... | Love Island 2017,"After an explosive recoupling it's time for Georgia to face Amber (we don't envy her). But boy does this girl have balls as she confronts the new enemy... It's fair to say Amber is more than a little bit annoyed that the new girl chose to pair up with her Kem. No one comes between Kember you know... Oops, we must've forgotten to give Georgia that memo.

Subscribe for more! http://bit.ly/1U9dtB0

Download the Official Love Island App here:
iOS: http://bit.ly/2uC0Fvs
Android: http://bit.ly/2thKW50

Like, follow and subscribe to Love Island!

#LoveIsland

YouTube: https://www.youtube.com/loveisland
Website: http://www.itv.com/loveisland
Facebook: https://www.facebook.com/LoveIslandITV2
Twitter: https://twitter.com/LoveIsland
Instagram: https://www.instagram.com/loveisland

Welcome to the official Love Island YouTube channel. Get ready as some seriously hot singles take over the hottest villa in the Balearics for six weeks of sun, sea and smooching in their quest for the ultimate summer romance and £50,000 prize!

Watch more videos from Love Island on the official YouTube channel https://www.youtube.com/loveisland

http://www.itv.com
http://www.stv.com",en-US,PT3M5S,2d,hd,False,True,rectangular,processed,public,youtube,True,False,False,3645312,,,0,,,,"['BR', 'CA', 'TW', 'US']",,2017
1189,6O9EEwg0lbc,,youtube#video,UAp8g0-y8swLdr5B9F_6BLMXFuw,2017-01-12 14:48:27+00:00,UCe1qICvWRDbdH7-Fixvj7Bg,why health and wellness is the fashion industry's biggest new competitor | #bofvoices,"“feeling good is the new looking good.” that was the mantra in the air on december 3, as entrepreneurs from the fields of health and wellness — including jason wachob, amanda chantal bacon, dr. nigma talib and neil grimmer.  voices is bof's new annual gathering for big thinkers in partnership with qic global real estate. https://www.qicgre.com

subscribe to bof to watch more #bofvoices videos ►► http://bit.ly/2dknoyc

join the conversation using #bofvoices.

more voices videos
► creativity in the digital age with john galliano and tim blanks: https://youtu.be/j5t41sysip4
► global voices award: an iconic career in 10 iconic images with mario testino and imran amed: https://youtu.be/rcdbmx7yoyk
► how fashion became about power and lost its ability to dream, james scully: https://youtu.be/5l5uyojejtw
► diversity and inclusivity with joan smalls, hari nef, ivan bart and tim blanks: https://youtu.be/ibyfxqizk6c
► the new role model: why feeling good is the new good with amber valletta and tim blanks: https://youtu.be/mskceh5pnq4
► why health & wellness is the fashion industry’s biggest new competitor with jason wachob, amanda chantal bacon, neil grimmer and dr nigma talib:  https://youtu.be/6o9eewg0lbc
► the entire world is watching fashion so what do we want them to know, eva kruse: https://youtu.be/6t90mzk6cr0
► rethinking and rewiring the fashion system with imran amed carlo capasa, steven kolb, pascal morand and caroline rush: https://youtu.be/fqwggnjtnze
► building the stores of the future with imran amed, stuart miller, sandrine deveaux and richard found: https://youtu.be/qododjxbziw

subscribe to the business of fashion ►► http://bof.bz/9dz73082p5j

your front row seat at bof’s voices, our annual gathering of big thinkers that connects the dots between fashion and the wider world.

connect with the business of fashion
web:  www.businessoffashion.com
twitter: www.twitter.com/bof
facebook: https://www.facebook.com/businessoffashion/
instagram: www.instagram.com/bof
newsletter: https://www.businessoffashion.com/register

about the business of fashion
the business of fashion is a next-generation fashion media company conceived for today’s global and hyper-connected world. founded in 2007 by imran amed, bof is known for its authoritative, agenda-setting point of view on the global fashion industry, and is an indispensable resource for fashion executives, creatives, students, and entrepreneurs in over 200 countries. it has been described as “the economist of fashion,” “a daily destination for fashion’s power players”, and “the industry bible”, www.businessoffashion.com",https://i.ytimg.com/vi/6O9EEwg0lbc/default.jpg,120,90,https://i.ytimg.com/vi/6O9EEwg0lbc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6O9EEwg0lbc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6O9EEwg0lbc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/6O9EEwg0lbc/maxresdefault.jpg,1280.0,720.0,The Business of Fashion,"['BoFVOICES', 'Fashion Luxury', 'Business Fashion', 'Amanda Chantal Bacon', 'insider', 'Neil Grimmer', 'Health', 'ason Wachob', 'The Business of Fashion', 'Fashion Business', 'Luxury Fashion', 'Wellbeing', '#BoFVOICES', 'business', 'fashion', 'Nigma Talib', 'Fashion Education', 'Health and Wellbeing']",27,none,Why Health and Wellness is the Fashion Industry's Biggest New Competitor | #BoFVOICES,"“Feeling good is the new looking good.” That was the mantra in the air on December 3, as entrepreneurs from the fields of health and wellness — including Jason Wachob, Amanda Chantal Bacon, Dr. Nigma Talib and Neil Grimmer.  VOICES is BoF's new annual gathering for big thinkers in partnership with QIC Global Real Estate. https://www.qicgre.com

Subscribe to BoF to watch more #BoFVOICES Videos ►► http://bit.ly/2dknoYc

Join the conversation using #BoFVOICES.

More VOICES Videos
► Creativity in the Digital Age with John Galliano and Tim Blanks: https://youtu.be/J5t41SySiP4
► Global Voices Award: An Iconic Career In 10 Iconic Images with Mario Testino and Imran Amed: https://youtu.be/rcdBMX7YOyk
► How Fashion Became About Power And Lost Its Ability To Dream, James Scully: https://youtu.be/5L5uYojEJTw
► Diversity And Inclusivity With Joan Smalls, Hari Nef, Ivan Bart and Tim Blanks: https://youtu.be/iByfxqizk6c
► The New Role Model: Why Feeling Good Is The New Good With Amber Valletta and Tim Blanks: https://youtu.be/mSkceh5pNq4
► Why Health & Wellness Is The Fashion Industry’s Biggest New Competitor with Jason Wachob, Amanda Chantal Bacon, Neil Grimmer and Dr Nigma Talib:  https://youtu.be/6O9EEwg0lbc
► The Entire World is Watching Fashion So What Do We Want Them To Know, Eva Kruse: https://youtu.be/6t90mzK6cR0
► Rethinking And Rewiring The Fashion System With Imran Amed Carlo Capasa, Steven Kolb, Pascal Morand and Caroline Rush: https://youtu.be/fQwGgnjtNZE
► Building The Stores Of The Future with Imran Amed, Stuart Miller, Sandrine Deveaux and Richard Found: https://youtu.be/QododjXbZIw

Subscribe to The Business of Fashion ►► http://bof.bz/9DZ73082p5J

Your front row seat at BoF’s VOICES, our annual gathering of big thinkers that connects the dots between fashion and the wider world.

CONNECT WITH THE BUSINESS OF FASHION
Web:  www.businessoffashion.com
Twitter: www.twitter.com/BoF
Facebook: https://www.facebook.com/businessoffashion/
Instagram: www.instagram.com/BoF
Newsletter: https://www.businessoffashion.com/register

ABOUT THE BUSINESS OF FASHION
The Business of Fashion is a next-generation fashion media company conceived for today’s global and hyper-connected world. Founded in 2007 by Imran Amed, BoF is known for its authoritative, agenda-setting point of view on the global fashion industry, and is an indispensable resource for fashion executives, creatives, students, and entrepreneurs in over 200 countries. It has been described as “The Economist of Fashion,” “A Daily Destination for Fashion’s Power Players”, and “The Industry Bible”, www.businessoffashion.com",,PT16M27S,2d,hd,False,False,rectangular,processed,public,youtube,True,True,False,14142,189.0,12.0,0,8.0,,,,,2017
1207,27mqDcYjvM4,0.0,youtube#video,vooeCUXwnoCgT-j2zzEIiZGlqmY,2017-08-28 22:40:56+00:00,UCiTnfugk85-N3Z3wstB72og,is amber heard perfect?,"do you like amber heard better before or after she is edited to fit the photoshop surgeon perfection mask?

want your photo edited?  check out: http://www.photoshopsurgeon.net

business contact: contact@photoshopsurgeon.net

facebook: https://www.facebook.com/photoshopsurgeon
twitter: https://twitter.com/photoshopsurg

music: flash of hope (https://www.youtube.com/watch?v=w12jm4eiwvc)

--

perfection mask makes this woman hot!  https://www.youtube.com/watch?v=ybksukmjfjq&list=plgrukfsq4mjmp6gcjcaqc6ckq9pjltjjp&index=6

what will women in the future look like? https://www.youtube.com/watch?v=xxncdlrrwbi&list=plgrukfsq4mjmp6gcjcaqc6ckq9pjltjjp&index=11

creating the most beautiful woman in the world:  https://www.youtube.com/watch?v=w6zdeyb6xa0&list=plgrukfsq4mjmp6gcjcaqc6ckq9pjltjjp&index=16

do you like marilyn monroe better photoshopped? https://www.youtube.com/watch?v=wn6ffrzo6gc&list=plgrukfsq4mjmp6gcjcaqc6ckq9pjltjjp&index=30",https://i.ytimg.com/vi/27mqDcYjvM4/default.jpg,120,90,https://i.ytimg.com/vi/27mqDcYjvM4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/27mqDcYjvM4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/27mqDcYjvM4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/27mqDcYjvM4/maxresdefault.jpg,1280.0,720.0,PhotoshopSurgeon,"['amber heard', 'Friday Night Lights', 'Aquaman', 'Justice League', 'Johnny Depp']",24,none,Is AMBER HEARD Perfect?,"Do you like Amber Heard better before or after she is edited to fit the Photoshop Surgeon Perfection Mask?

Want your photo edited?  Check out: http://www.photoshopsurgeon.net

Business Contact: contact@photoshopsurgeon.net

Facebook: https://www.facebook.com/PhotoshopSurgeon
Twitter: https://twitter.com/PhotoshopSurg

Music: Flash of Hope (https://www.youtube.com/watch?v=w12jM4eiwvc)

--

PERFECTION MASK makes this woman HOT!  https://www.youtube.com/watch?v=YBKsuKMjFJQ&list=PLgRUKFsq4mjmp6GcJCAQc6cKQ9pJltjJp&index=6

What will WOMEN in the FUTURE look like? https://www.youtube.com/watch?v=XXncDLrrwBI&list=PLgRUKFsq4mjmp6GcJCAQc6cKQ9pJltjJp&index=11

Creating the most BEAUTIFUL woman in the WORLD:  https://www.youtube.com/watch?v=W6ZDeYB6XA0&list=PLgRUKFsq4mjmp6GcJCAQc6cKQ9pJltjJp&index=16

Do YOU like Marilyn Monroe better Photoshopped? https://www.youtube.com/watch?v=WN6fFRZO6Gc&list=PLgRUKFsq4mjmp6GcJCAQc6cKQ9pJltjJp&index=30",en,PT1M51S,2d,hd,False,True,rectangular,processed,public,youtube,True,True,False,130422,1564.0,126.0,0,620.0,en,,,,2017
1223,RpHQ_rWUT4g,0.0,youtube#video,G0Q-OFJCiV3NEp5tGZq3vI_Rmbw,2017-04-18 22:00:09+00:00,UCw0jTAJeJKnuNIkFtOEupWQ,"amber heard would 'love to get married' to tech tycoon boyfriend elon musk, her father reveals","amber heard would 'love to get married' to tech tycoon boyfriend elon musk, her father reveals. 

amber heard, 30, would 'love to get married' to tech tycoon boyfriend elon musk and is planning 'to settle down and have a family' with the tesla owner who is worth $11.2bn, her father reveals

her bitter divorce with ex-husband johnny depp finally went through in january this year.

but amber heard has seemingly not been put off marriage and is said to be 'making plans' to wed billionaire boyfriend elon musk. 

the 30-year-old actress is looking to 'settle down and have a family' with the tesla boss, her father has revealed.


https://www.facebook.com/top-news-today-247-1671469019814204/ 
http://topnewstoday24h7d.blogspot.fr/?sub_confirmation=1",https://i.ytimg.com/vi/RpHQ_rWUT4g/default.jpg,120,90,https://i.ytimg.com/vi/RpHQ_rWUT4g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/RpHQ_rWUT4g/hqdefault.jpg,480,360,https://i.ytimg.com/vi/RpHQ_rWUT4g/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/RpHQ_rWUT4g/maxresdefault.jpg,1280.0,720.0,Top News Today 24/7,"['Amber Heard', 'Amber', 'would', 'get', 'married', 'boyfriend', 'Elon Musk', 'Elon', 'Musk', 'tech tycoon boyfriend Elon Musk', 'Tesla owner', 'Johnny Depp', 'bitter divorce', 'divorce', 'Tesla boss', '#topnewstoday24/7', 'elon musk', 'celebrity', 'johnny depp', 'news']",25,none,"Amber Heard would 'love to get married' to tech tycoon boyfriend Elon Musk, her father reveals","Amber Heard would 'love to get married' to tech tycoon boyfriend Elon Musk, her father reveals. 

Amber Heard, 30, would 'love to get married' to tech tycoon boyfriend Elon Musk and is planning 'to settle down and have a family' with the Tesla owner who is worth $11.2bn, her father reveals

Her bitter divorce with ex-husband Johnny Depp finally went through in January this year.

But Amber Heard has seemingly not been put off marriage and is said to be 'making plans' to wed billionaire boyfriend Elon Musk. 

The 30-year-old actress is looking to 'settle down and have a family' with the Tesla boss, her father has revealed.


https://www.facebook.com/Top-news-today-247-1671469019814204/ 
http://topnewstoday24h7d.blogspot.fr/?sub_confirmation=1",,PT2M50S,2d,hd,False,True,rectangular,processed,public,youtube,True,True,False,5270,9.0,0.0,0,3.0,,,,,2017
1250,heT06tCnEsA,0.0,youtube#video,QORl0aBWGZWiH_dsj17a3T02oV8,2017-11-11 01:37:43+00:00,UCdt-HsC0P6JO-YQUp9yAnyA,amber heard ex girlfriend tasya van ree eat at gracias madre,"amber heard & ex-girlfriend tasya van ree eat at gracias madre
amber heard & ex-girlfriend tasya van ree eat at vegan restaurant gracias madre in los angeles. amber wore an oversized wide-brimmed tan hat and tasya wore a wool cap with braids.",https://i.ytimg.com/vi/heT06tCnEsA/default.jpg,120,90,https://i.ytimg.com/vi/heT06tCnEsA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/heT06tCnEsA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/heT06tCnEsA/sddefault.jpg,640.0,480.0,,,,love tv,"['Amber Heard ex girlfriend Tasya van Ree eat at Gracias Madre', 'Amber Heard & ex-girlfriend Tasya van Ree eat at vegan restaurant Gracias Madre in Los Angeles']",22,none,Amber Heard ex girlfriend Tasya van Ree eat at Gracias Madre,"Amber Heard & ex-girlfriend Tasya van Ree eat at Gracias Madre
Amber Heard & ex-girlfriend Tasya van Ree eat at vegan restaurant Gracias Madre in Los Angeles. Amber wore an oversized wide-brimmed tan hat and Tasya wore a wool cap with braids.",,PT23S,2d,sd,False,False,rectangular,processed,public,youtube,True,True,False,11108,23.0,7.0,0,3.0,,,,,2017
