id,text,defense_AH,support_AH,offense_AH,defense_against_AH
85,#WeAreWithYouAmberHeard,1,1,0,0
86,She belongs in this movie!,1,1,0,0
87,She Just belongs in this movie. It's nit the sams without her!!?,1,1,0,0
88,I’m with you Amber!,1,1,0,0
89,I’m with you Amber,1,1,0,0
90,"We defend Amber Heard and human rights. We would prevent violence and bullying of women, in person or online. Glad for everyone who would stop domestic abuse signing here! HEROES. Staff were on NDAs and stopped interfering. We encourage people to help and defend others! Thanks to Geek The Dog for waking us up again.",1,1,0,0
91,I dont know why so many people are against amber she deserves to be in aquaman especially everything she been through,1,1,0,0
92,"I gladly sign and proudly sign this petition because,I support Amber, she deserves to be in Aquaman 2.She is a great Queen Mera!",1,1,0,0
93,"She is really a great role model ,even though she has done some wrongs, she is a human being just like everyone else, and I am sure going against isn’t going to help her ,so I am proud  to sign this petition",0.5,1,0,0
94,rattanawalee,0,1,0,0
95,She is amazing and she doesn't deserve all this negative attention! #teamamber,1,1,0,0
96,I love Amber Heard and stop accusing and hating her! She's the best!,1,1,0,0
97,We are with you Amber Heard and you are the best.??,0,1,0,0
98,#justiceforamberheard,1,1,0,0
99,She’s strong and beautiful,1,1,0,0
100,#BelieveAllWomen,1,1,0,0
101,Apoyo la causa,1,1,0,0
102,I believe in Amber,1,1,0,0
103,"Amber is the type of woman we want to see in this movie - brave and full of integrity. She has remained truthful, consistent and a supporter of other women being raped and abused. She is a great woman, and we respect her to the fullest!",1,1,0,0
104,"Thank you for speaking out on behalf of female victims of male violence. We will only see this movie if Amber is in it. I have told my friends, family and associates to do the same.",1,1,0,0
105,Amber..She is truthful with beauty and brain..i support her wholeheartedly,1,1,0,0
106,Please support her guys,1,1,0,0
107,"Under patriarchy, every woman's son is her potential betrayer and also the inevitable rapist or exploiter of another woman.",1,1,0,0
108,I love her despite what happen between her and Johnny just wish they could just go to good terms,1,1,0,0
109,Amber Heard has been my role model for a long time and I look up to her and she makes feel proud to be a woman and to stand up for what I believe in,1,1,0,0
110,Inspirational,0,1,0,0
111,I want Amber in Aquaman 2.... very much,1,1,0,0
112,Es la mejor para el papel Y su vida personal no me interesa,1,1,0,0
113,Me gustaría siguiera en el papel independiente su vida personal hizo un buen trabajo en Aquaman,1,1,0,0
114,I'm sighing this petition. .because,0,0,0,0
115,Hizo una excelente interpretación de Mera.......,1,1,0,0
116,Quiero mantener a la.hermosa amber heard en el papel de mera ya que ella también fue víctima de jhonny depp,1,1,0,0
117,She is an amazing actress,1,1,0,0
118,I need to be approved,0,1,0,0
119,"I really love her!!Nobody can do better than her,she is irreplacable..I dont know why people hate her i love her so much",1,1,0,0
120,Nació para ser Mera! Además de que al final se comprobará que todo lo que están diciendo no son más que caluminas,1,1,0,0
121,"Amé su papel de Mera, no imagino a otra actriz interpretandolo",1,1,0,0
122,Su vida personal no es lo mismo q su vida laboral siuu,1,1,0,0
123,She was good in aquaman 1,1,1,0,0
124,Fairness for Amber Heard!,1,1,0,0
125,Such an evil mob she's been exposed to for so many years. So unfair.,1,1,0,0
126,Love her. She must be in in Aquaman 2 and more.,1,1,0,0
127,She doesn t deserve that call!,0,0,0,0
128,"We support Amber Heard. This is the better petition for a better world.. The other petition sounds like a hate group that's homophobic mocking 'gal-pal' trans, and it's anti-women. It literally does NOTHING good for the world. As is, videos like from Motivator Network aren't spread because we aren't a tabloid! Also, the other petition just posted about Perez Hilton who told Britney Spears to kill herself. EITHER MAKE A BETTER WORLD OR DO NOT. 34 sponsors versus 4,000. We don't discriminate against social status.",1,1,0,0
129,I'm signing this because I think she is the best person to play Mera. She brings the character to life. And because I don't really care what went on in her PERSONAL relationship. It's none of my business and has not affected my life in anyway. The only thing that matters to me is the role of Mera and I think she does an amazing job.,1,1,0,0
130,Amber did a great job as Mera in the first Aquaman movie. She performed the role perfectly.,1,1,0,0
131,This better work,0,0,0,0
132,We want to see her as mera again,1,1,0,0
133,We need her in aquaman 2,1,1,0,0
134,Estoy contra el maltrato ya sea a personas o animales. Y más esta actriz que se burla y calumnia.,1,1,0,0
135,Me da asco esta mujer,1,1,0,0
136,I believe Amber Heard should be in Aquaman 2 she is a great actress.,1,1,0,0
137,Amber is the best,1,1,0,0
138,Amber is an honorable person!,1,1,0,0
139,She is a talented actress and should be judged on that for her role in aquaman not related to a personal relationship.,1,1,0,0
140,"This terrible tragedy is heartbreaking,we need much better laws including mandatory jail sentences.",1,1,0,0
141,Whatever happens in her personal life shouldn’t and doesn’t have anything to do with her ability to play a role such as this.,1,1,0,0
142,Amber is a hardworking Smart and pretty girl. She deserves all the support. Her private life is hers to solve.,1,1,0,0
143,I liked her in Aquaman. Changing her character would only hurt the movie. Don't try and fix what isn't broke.,1,1,0,0
144,Nobody is perfect and makes mistakes and I dont support bullies online who think it's ok.  If she did work it's up to the justice system . People say she is evil etc who online are has bad.,1,1,0,0
145,I support Amber Heard as a champion for women.  Women are oppressed by dominant male society...,1,1,0,0
146,I stand with Amber,1,1,0,0
147,Amo a amber,1,1,0,0
148,"She is the reason for watching Aquaman movie, without her it's all empty",1,1,0,0
149,i feel horrible because evil people are now raging against her..But i read some comments people are hateful id suggest pray Amber this too shall pass,1,1,0,0
150,I believe her and she deserves to be Mera,1,1,0,0
151,"As far as I am concerned, I am huge fan of both Amber Heard, as individual people. Heard. should stay on Aquaman 2, while she and Depp should just go their separate ways!",1,1,0,0
152,In love with amber,1,1,0,0
153,No one knows what goes behind close doors....,1,1,0,0
154,Fuerza Amber Heard,1,1,0,0
155,Amber's the best!,1,1,0,0
156,For me I dislike domestic violence who ever at fault.   But it’s up to the courts to decide guilty or innocences not me.,0.2,0.3,0,0
157,Also. I don’t agree or like when movie change actors or actresses from movie to movie but characters are the same.   I think Amber heard did a great job in Auqaman 1 she built that role she should be allowed to continue.,1,1,0,0
158,????? ????? ?? ?? ?????,0,1,0,0
159,for womyn,1,1,0,0
160,?,0,1,0,0
161,?????. ???? ???!!!,0,1,0,0
162,love you amber,0,1,0,0
163,"I support on you, Amber",1,1,0,0
164,???? ?????,0,1,0,0
165,?? ??,0,1,0,0
166,corollary,0,0,0,0
167,I’m signing because ember is not guilty and she deserves the role.,1,1,0,0
168,Amber,0,0,0,0
169,JusticeforAmber,1,1,0,0
170,I wanna support her.,1,1,0,0
171,I don't want to make Amber Heard feel wronged by Johnny Depp's fraud.,1,1,0,0
172,I'm signing,0,0,0,0
173,SUPPORT AMBER,1,1,0,0
174,?????!,0,1,0,0
175,I think is right,0,0,0,0
176,"She has done nothing wrong. I know how does it feel being a survivor, from your partner or family which happened from your OWN HOME. SUPPORT AMBER!",1,1,0,0
177,?? ?????,0,1,0,0
178,?,0,0,0,0
179,Ember cheer up! I love you,1,1,0,0
180,Plz DO THE RIGHT THING,0.5,1,0,0
181,Cheer up,1,1,0,0
182,WeAreWithYouAmberHeard -from Korea (S),1,1,0,0
183,????? ???,0,1,0,0
184,????? ??? ????? ?????? ? ??? ???? ?? ? ??,0,1,0,0
185,I support her. She is a hero to domestic violence victims.,1,1,0,0
186,Justice for Amber Heard,1,1,0,0
187,This is so weird,0,0,0,0
188,?? ?? ???? ?? ??? ???? ?? ????,0,1,0,0
189,I support amber heard because she is innocent,1,1,0,0
190,Team Amber.,1,1,0,0
191,JusticeForAmberHeard,1,1,0,0
192,that's right,0,0,0,0
193,"I support you, Amber.",0,1,0,0
194,Without amber me and my friends are not wayching the movie,1,1,0,0
195,I support you,0,1,0,0
196,I support you with all my heart,0,1,0,0
197,Ahe is a great actress and a kind human,1,1,0,0
198,i support you,0,1,0,0
199,"Excellent actress she, Petition in favor of actress Amber Heard, protagonist of the film Aquaman, as Mera. <a href=http://chng.it/KFBPy5t48L rel=nofollow>http://chng.it/KFBPy5t48L</a>",1,1,0,0
200,"Amber some of us know hard you worked for the role. You were bursting with personality as mera and will be very happy to see the role yours again. I think you are a very talented actress who over the yrs have done so many different types of roles. Not every woman can do that; some specialise in certain roles. But you are versatile likeva chamelon. You have worked hard to reach this point, and some of us know how the media and social media spins a narrow angle, and there is always more to the story than the public knows. Amber it’s not easy we all have our challenges to go thru. But you have that inner strength to make it through.",1,1,0,0
201,"Amber some of us know hard you worked for the role. You were bursting with personality as mera and will be very happy to see the role yours again. I think you are a very talented actress who over the yrs have done so many different types of roles. Not every woman can do that; some specialise in certain roles. But you are versatile like a chameleon. You have worked hard to reach this point, and some of us know how the media and social media spins a narrow angle, and there is always more to the story than the public knows. Amber it’s not easy we all have our challenges to go thru. But you have that inner strength to make it through.",1,1,0,0
202,I love amber heard,0,1,0,0
203,Marc moreau,0,0,0,0
204,Amber Heard es una estrella espectacular y muy bella. Tiene un talento de mil maravillas y es muy am able. I support Amber Heard. She is the best actress and I'd love to see her acting for ever in all of the movies,1,1,0,0
205,I believe that Amber Heard is a super heroine full of a good sense of justice that always tries to defend the truth that she always said and practiced. I support Amber Heard and everything she does. She is the best superstar!,1,1,0,0
206,Por Amber é uma vítima do machismo,1,1,0,0
207,Es una gran actriz y porque se trata de una pésima campaña en su contra a cargo del drogadicto de Depp,0,1,0,0
208,Creo queloquesucedeno es correcto porque si tuviéramos que juzgar deberiamos empezar con nosotros mismos.Ademas quien no ha tenido problemas en su relación?Si usted le mintió o le dijo o hizo algo malo a su pareja renuncia a su trabajo??Fanáticos sin criterio!!,0,1,0,0
209,She is the perfect character for aquaman. I do not want to lose her. Plz She should be in the movie aquaman 2,1,1,0,0
210,I am a fan and always will be a fan of her. She has truly done a great job in aquaman  as mera. Love you amber heard. May god be with you.,1,1,0,0
211,What is up with people? Can they not see what kind of a person Amber Heard is? She truly has a heart of gold and being not just her fan but a human being I belive and completely suppport her. And if you don't want to believe her look at the statistics. There is zero proof whatsoever that Heard ever abused even an ant let alone her ex-husband. So the makers of Aquaman 2 need to open their eyes in order to be able to see the truth. I wish Amber all of the needful luck.,1,1,0,0
212,"Long live Queen Meera!Folks, please pay close attention to Johnny Depp’s  harassing and abusive $50 million dollar lawsuit against Ms. Heard for an op ed she wrote speaking out about how Hollywood is complicit in covering for rapists and abusers among them.   She didn’t say anything untrue.   Not only is the lawsuit without merit, but more importantly, it has a silencing effect on all domestic abuse victims.   Johnny Depp should be ashamed of himself.   Unfortunately, the case was assigned to a judge known for misogynistic decisions against women, including women trying to escape domestic violence.   I don’t think that was an accident.",1,1,0,0
213,long live inshalla  I will support you always no matter what,0,1,0,0
214,this is her personal life ... its not fair to drag her personal life to her career  she talented and she deserve to be in this movie,1,1,0,0
215,this is her personal life ... its not fair to drag her personal life to her career she talented and she deserve to be in this movie,1,1,0,0
216,"I’m from the uk where we had a presenter named Caroline flack slaughtered by the press and dropped by her tv bosses, because of something she did in her PERSONAL life. As a result, she killed herself. Even if amber heard did hit Johnny Depp, that’s their own PERSONAL business and doesn’t have anything to do with anyone else. Certainly not her job. Jesus, convicts still have jobs and she hasn’t even been found guilty. If Mel Gibson can be forgiven, then amber heard should be able to be forgiven. Facts.",1,1,0,0
217,"I’m with Amber in this one. She deserves her role as Mera in Aquaman because she nailed it there. She’s perfect in that and her personal life should not intervene in that. If she’s an actress, why can’t we put our focus on her acting career? I still don’t know what’s the truth, but I know that Johnny is a damn rich man (has a history of abuse) and he could have bribed anyone dude. Perhaps people don’t know, but she wasn’t part of so many Activist Programmes like this.",1,1,0,0
218,We need to support heard. Vilifying a VICTIM because of some silly evidence is ridiculous. Where's the empathy? She was abused and we're supposed to pretend it didn't happen solely because of some leaked voice recordings of her admitting she made a few mistakes with physical violence and because she had to fake a bit of evidence because nobody would believe her word otherwise? (tragedy in and of itself...)Ridiculous. Amber is the only Mera!,1,1,0,0
219,One and only Mera.,1,1,0,0
220,The movie will suck with out her beside Aquaman,1,1,0,0
221,Justicia,0.5,0.5,0,0
222,Russell Croker,0,0,0,0
223,Because I believe in amber heard and everything she stands for,1,1,0,0
224,"I have been watching how Johny depp fans are trying to defame her, they signed petitions to remove her from Aquaman 2, they want her to become jobless, financially weak, come on guys if Johny depp is innocent let the court decide who are you ? you guys just don't want Johny depp to loose whether he's right or wrong, that clearly shows your mental status and everywhere you guys are abusing her, you all don't want her to fight against Johny because deep down you all know she is right",1,1,0,0
225,"Aquaman will be nothing without Amber, Chinese people made aquaman a big financial success, won’t they miss her?",1,1,0,0
226,She is victim of media sensationalism and propaganda.,1,1,0,0
227,She is superb and cool,0,1,0,0
228,La segunda parte no sería lo mismo sin ella ;),0,1,0,0
229,I love her to are in mera,0,1,0,0
230,Im signing this because she is beautiful both in the inside and outside and she is my fav actress ???,0,1,0,0
231,She made that part an if u chose to change that I believe it wouldn't make a big hit as the first one..,1,1,0,0
232,Tsekouras,1,1,0,0
233,Against domestic violence and Johnny depp will pay for this ????????,1,1,0,0
234,Nobody is perfect,0,1,0,0
235,"Because she's strong, beautiful and smart. I am with her!",0,1,0,0
236,Contigo siempre !! ????,0,1,0,0
237,I can't imagine someone else playing Mera,1,1,0,0
238,I am signing in because i am madly in love with Amber Heard,0,1,0,0
239,I dislike the idea of seeing characters change,0.5,0.5,0,0
240,I am a fan of Amber Heard and I want to see  Amber Heard in Aquaman 2,1,1,0,0
241,"Ms. Heard survived a horrible situation and did the best to defend herself during it and afterwards. Continued attacks on her that twist her attempts at survival in a dangerous situation are further proof of how domestic abuse victims can continue to be in danger after escaping their abusers, as abusers hate when their victim breaks free. There is no reason her professional life should suffer as her abuser wishes it would, she does not deserve it. We are with you, Amber Heard.",1,1,0,0
242,I believe Amber Heard.,1,1,0,0
243,Amber heard is innocent and deserves justice,1,1,0,0
244,"Amber herd is an amazing actress, and perfectly suits the role she stars in aquaman. Axing her will ruin the sequel for a lot of people.",1,1,0,0
245,We need to stop the misogynic culture against women.,1,1,0,0
246,"I have watched this poor woman be attacked by the press and receive the most abhorrent abuse on social media, for something that has happened in her personal life. No one deserves that, it’s disgusting. No one knows what goes on behind closed doors. Her personal life should have no influence over which jobs/films roles she should or should not receive. I stand by her and I believe her!!#Bekind",1,1,0,0
247,I believe you Amber.,1,1,0,0
248,"I hate Johnny Depp, he's anti-American, he's disrespectful, and he's a poor role model.  That said, it's even clear to me that Amber Heard is lying, and the judge clearly sees it, too. The few AH fanatics aren't going to make a dent compared to the people who hate how badly she's shamed #MeToo.",1,1,0,0
249,Es inocente,1,1,0,0
250,"Because her personal life has NOTHING to do with her qork as an actress, and her personal life WE DON'T know and we don't care",1,1,0,0
251,The public thinks Depp is just a terrific guy. There are a lot of uneducated fools out there who don't know anything about domestic abuse and they victim-blame Amber Heard.,0.5,0.5,0,0
252,She’s a victim/survivor,1,1,0,0
253,I would love to see her reprise her role as Mera in the upcoming sequel.,0,1,0,0
254,"Open your eyes ! She is innocent , fact! She has never been abusive to anyone . Johnny depp himself has confirmed having drug problems since his early life! He actually confirms headbutting her in forehead in a voice record ! Why don't the media point to that or the fact that amber heard's ex-es also announced she had never been violent to them. Obvious partiality is seen in social media and huge propaganda around showing Johnny Depp innocent and Amber Heard guilty. But the truth will prevail at last!",1,1,0,0
255,She is a superhero on screen and off screen. These JD stans are truly vile and evil and lying to protect the REAL abuser Depp. She has all the evidence and he has his paid staff lying for him and bots. No innocent would do that ever. His stans are just as much criminals as him. He and they deserve jail for what they have been doing and still doing.,1,1,0,0
256,I believe her over Johnny Depp,1,1,0,0
257,I'm signing because Amber is right,0,1,0,0
258,Domestic violence is a gendered crime,1,1,0,0
259,I love her ??,0,1,0,0
260,As a survivor of domestic abuse my partner was martyred as I was crucified - society needs to do a better job of protecting woman who stand up to their abuser and speak out. There isn’t a script for how a victim should act - battered woman syndrome - traumatic brain injury - incessant beatings will change how you behave - a woman lashing out at her abuser is self defense. Johnny Depp has a violent past - where as Amber Heard has dedicated her life to charity - keep her in Aquaman 2 - and Johnny Depp’s career can sink to the depths - no more tolerating and condoning abusers careers as their victims suffer,1,1,0,0
261,"#believewomenIn cases like this, believe the woman. Depp has obviously forged and edited evidence and is using his fame to slander her, but in the end, he'll lose. Amber, we stand with you.",1,1,0,0
262,"We need to stop punishing women for what their significant other does. All the love, Amber!",1,1,0,0
263,I just want people to stop whining,0,0,0,0
264,"A man who hurts a woman is the scum of the earth, no matter if its a president, king(or son of a queen) or pope. I'd go watch every movie with Mis Heard for the rest of my life even if it filmed 2 hours of Brad Pitt bragging about his love life. All the best Amber we're all with You. You deserve so much more, and so much better",,1,0,0
265,Doesn't deserve this level of harassment or abuse from a clear campaign of paid bots and alt-right trolls. Congratulations on winning the case and good luck to her!,1,1,0,0
266,Amo su trabajo.,0,1,0,0
267,Celebrities personal life doesn't matter to me. What matters its their role and acting or their workds that they've done to the world.  And amber heard she is quite good and perfect in aquaman.,1,1,0,0
268,Real women supporting real victims. #TimesUp Let’s stop perpetuating the misconceptions about domestic abuse & stop victim blaming once & for all.,1,1,0,0
269,Domestic violence is more common to women than men based on REAL EVIDENCE rather than FEELING or PERCEPTION. It has been brought out by man ever since the time periods AD and 1400s. Johnny and his Jewish lawyers have done whatever they can to try to spread fake propaganda to alter the deeds of the MeToo movement and people will not stand for this. He deserves to be arrested at least 5 years in prison,1,1,0,0
270,I believe Ms Heard has been unfairly portrayed and her divorce from Johnny Depp is a personal matter that should not be tried in the public domain. She’s a humanitarian and an activist FOR human rights and is a very talented actor!,1,1,0,0
271,Johnny Depp is a wife beater and needs to be put in the electric chair.,1,0.5,0,0
272,I am tired of Hollywood taking the side of the oppressor. It’s time we support her. It’s time people use their voices.,1,1,0,0
273,Fuck Johnny Depp.,1,0.5,0,0
274,Por que não acho justo só o deep ser demitido.,1,1,0,0
275,Online harassment is unacceptable and I stand against the tremendous amount of badmouthing and hating on social media. I trust Amber and believe in her.,1,1,0,0
276,"Support Amber Heard in Aquaman 2, Her Life, and Public Safety to Save Lives - Warner Bros. So, will we get Real-Time Data for Public Safety YET?Why comments supporting actors instead of actresses?",1,1,0,0
