user.id_str,user.screen_name,user.name,user.created_at,user.description,user.profile_image_url,user.profile_banner_url,user.url,user.statuses_count,user.followers_count,user.friends_count
965037226634698752,Shirley05511850,Shirley Carroll,2018-02-18 01:36:19+00:00,ME 👼🦄🇺🇸🇨🇦,http://pbs.twimg.com/profile_images/968434262239338496/9X0FoqJh_normal.jpg,https://pbs.twimg.com/profile_banners/965037226634698752/1519727694,,19,2,38
963644460902035456,murray91833112,murray,2018-02-14 05:21:57+00:00,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,1,0,0
950025070264557568,ADHI50579047,ADHI,2018-01-07 15:23:22+00:00,TENNIS,http://pbs.twimg.com/profile_images/1351829473373507585/8XMDqUAu_normal.jpg,https://pbs.twimg.com/profile_banners/950025070264557568/1517756970,,61,9,1128
964972150405980160,GenesisJacquay1,Genesis Jacquay,2018-02-17 21:17:43+00:00,,http://pbs.twimg.com/profile_images/965694629252345856/-2nXFbp3_normal.jpg,,,299,2,0
965412742793519104,i_Horus_,The Cat of Horus,2018-02-19 02:28:29+00:00,Escaped out of Overton's window. Have been staring in to the abyss ever since 1883. I don't like cats.,http://pbs.twimg.com/profile_images/965417600556699649/YPjPA9kF_normal.jpg,,,67,2,130
949397320407420932,LatestSelfie,LatestSelfie,2018-01-05 21:48:54+00:00,"You can download and upload Latest selfies from https://t.co/0durOLpNes for free to get socialized. Create profile, group and forums so get registered now.",http://pbs.twimg.com/profile_images/949399722434973696/_CtJN_ZT_normal.jpg,https://pbs.twimg.com/profile_banners/949397320407420932/1515194586,https://t.co/KfiIV1DsGE,534,11,0
960795979699146752,AzemHaber,AzemHaber,2018-02-06 08:43:07+00:00,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,403,0,88
964992446563307520,kiarahopkinss,kia.,2018-02-17 22:38:22+00:00,ma che caxo vuoi rasta di merda,http://pbs.twimg.com/profile_images/989967213741461505/Gy6xsSCX_normal.jpg,https://pbs.twimg.com/profile_banners/964992446563307520/1524861745,,457,132,334
978279988536455171,firesignantics,🔮✨,2018-03-26 14:38:19+00:00,Leo sun / libra moon / cancer rising,http://pbs.twimg.com/profile_images/999086139070758912/HlMm0GG3_normal.jpg,,,208,18,8
964778778143555585,LeCinephiles,Le Cinéphiles,2018-02-17 08:29:20+00:00,"Daily film news, intellectually stimulating editorials, and factual opinions. (Satire Page) #RIPSociallyRelevantXMenMovies",http://pbs.twimg.com/profile_images/1035011501474496512/paaOdeQX_normal.jpg,https://pbs.twimg.com/profile_banners/964778778143555585/1580908262,https://t.co/TexAcEQbue,4654,17786,528
956584306771718144,everybcdyhurts,semi-hiatus.,2018-01-25 17:47:26+00:00,"³². -`ɢᴀʏ ɴ' ᴘʀᴏᴜᴅ´- ❏ Cʜᴇғ & sᴘʏ ғᴏʀ ᴛʜᴇ Bᴜʟɢᴀ́ᴠᴏᴋs ❏ ❰ #houseofmafias ❱ ❛Tʜᴇʀᴇ's ᴀɴ ᴇᴍᴘᴛʏ sᴘᴀᴄᴇ ɪɴsɪᴅᴇ ᴍʏ ʜᴇᴀʀᴛ, ᴡʜᴇʀᴇ ᴛʜᴇ ᴡᴇᴇᴅs ᴛᴀᴋᴇ ʀᴏᴏᴛ.❜",http://pbs.twimg.com/profile_images/1014938957350604800/ynA2QxT4_normal.jpg,https://pbs.twimg.com/profile_banners/956584306771718144/1530815334,,1504,19,21
958326162262028288,MetinSenguner,Metin şenguner,2018-01-30 13:08:56+00:00,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,2,2,1
961926226897264640,FaceAI_,"FaceAI - Age, Similarity, Emotion Analyzes",2018-02-09 11:34:18+00:00,"- Age Calculator : How old do you look like?
- Similarity Meter : Your look alike
- Emotion Analysis : Emotion on your face",http://pbs.twimg.com/profile_images/1242224662068768768/V1ywlMFx_normal.jpg,https://pbs.twimg.com/profile_banners/961926226897264640/1585004840,https://t.co/2uiPeYisMx,181,247,39
962605546963685377,MoinHamburg11,MoinHamburg,2018-02-11 08:33:41+00:00,MoinHamburg,http://pbs.twimg.com/profile_images/977813781278527488/yNCGiFbs_normal.jpg,,https://t.co/76B9qCtxwT,6248,7,118
963493752110178304,filmitalky,Tapobrata Chakraborty,2018-02-13 19:23:06+00:00,,http://pbs.twimg.com/profile_images/963495076948197376/KYKr-cf6_normal.jpg,https://pbs.twimg.com/profile_banners/963493752110178304/1518550135,,433,9,207
949342282108620800,daily_omgs,DailyOmgs,2018-01-05 18:10:12+00:00,,http://pbs.twimg.com/profile_images/949343037976694785/G2RVQsRf_normal.jpg,,,29059,96,205
970479780863840256,swishrole,mommy.,2018-03-05 02:03:05+00:00,"▸ ⊱ ❪ ʀᴏʟ ᴍᴜʟᴛɪғᴀɴᴅᴏᴍ ๛ ꜱ̤̤ᴡ̤̤ɪ̤̤ꜱ̤̤ʜ̤̤ʀ̤̤ᴏ̤̤ʟ̤ᴇ ❫ ༄╰ ːｓｗｉｓｈ swish, bish ∬ series, películas, libros, cómics, etc ❀ #ꜱᴡʜʀ en la bio ❛━never forget to smile.❜",http://pbs.twimg.com/profile_images/1064349301390942208/mNAa-EU4_normal.jpg,https://pbs.twimg.com/profile_banners/970479780863840256/1542596909,https://t.co/jdd90jE0il,1801,159,184
967732052782190592,oddbambi,Nat EXO COMEBACK 🦌⚓ ATLANTIS 🧭,2018-02-25 12:04:35+00:00,⠀ ⠀⠀⠀  ⌗ 𖠿 : ex𖦹 ! ♥︎🍲 私の火影. SHINᴇᴇ 💎,http://pbs.twimg.com/profile_images/1378779278742028293/19zOEqPM_normal.jpg,https://pbs.twimg.com/profile_banners/967732052782190592/1617844448,,2660,548,697
967078428624134145,ALGrey20,B L A C K S H I P 🚢♋🔯☣,2018-02-23 16:47:19+00:00,DELUSIONAL/SHIPPER/RAINBOW🌈/MEDYOBADONES/BISAYA/BIS*X*UL/WARRIOR/MATABA/NOTOSOCIALCLIMBERS/ZOMBIES/HORROR/P*RN/ART/LOVESBLACK/JONGGI/POETRY/VAPER/PILIPINAS/,http://pbs.twimg.com/profile_images/968331711548395520/uYGLQtZH_normal.jpg,https://pbs.twimg.com/profile_banners/967078428624134145/1519703251,,35,5,30
956888051006963712,AmberHeardSpain,Amber Heard España ♀,2018-01-26 13:54:24+00:00,Cuenta dedicada a la talentosa actriz y activista estadounidense Amber Heard ♥️ AMBER WARRIOR 💪🏻✊🏻✨💕 #IStandWithAmberHeard,http://pbs.twimg.com/profile_images/956892235827679233/1jS5PB0E_normal.jpg,https://pbs.twimg.com/profile_banners/956888051006963712/1516976312,https://t.co/gGfS9aOuHf,175,288,34
964637813965819904,TheLastNews_,TheLastNews,2018-02-16 23:09:11+00:00,,http://pbs.twimg.com/profile_images/965955017319550976/opJ4cROE_normal.jpg,https://pbs.twimg.com/profile_banners/964637813965819904/1519138051,https://t.co/5spfDY2ESS,4062,5,16
962137151982002176,tilestwra1,ΤΙ ΛΕΣ ΤΩΡΑ,2018-02-10 01:32:27+00:00,"Τα καλύτερα θέματα, βίντεο και φωτογραφίες από όλο τον κόσμο.
#greece_news",http://pbs.twimg.com/profile_images/962137622742290432/enKQgSBY_normal.jpg,https://pbs.twimg.com/profile_banners/962137151982002176/1518226776,https://t.co/BRFsiabr9I,26458,41,131
948388012521656320,TheHappyNewsBot,Happy News Bot,2018-01-03 02:58:17+00:00,Happy News Bot is a robot that uses machine learning techniques to find and post only non-depressing news.,http://pbs.twimg.com/profile_images/948389742256820224/_PsIkgvb_normal.jpg,https://pbs.twimg.com/profile_banners/948388012521656320/1514948740,https://t.co/mUfjfRjVWT,2779,173,777
969596145113681920,news_allee,News Allee,2018-03-02 15:31:49+00:00,"https://t.co/7sOnYyqfgV
🕐 NEWS TODAY delivers current local news, sports, entertainment, technology, and more through award-winning journalism, photos, videos ➽",http://pbs.twimg.com/profile_images/969596896523190272/SE5nfmKQ_normal.jpg,https://pbs.twimg.com/profile_banners/969596145113681920/1520004922,,55845,48,68
960199791383924736,tenderloeve,Margot,2018-02-04 17:14:04+00:00,𝐹𝑙𝑜𝑤𝑖𝑛𝑔 𝑤𝑖𝑡𝘩 𝑡𝘩𝑒 𝑚𝑜𝑜𝑛.,http://pbs.twimg.com/profile_images/1385271604142174210/pIqOH0Ea_normal.jpg,https://pbs.twimg.com/profile_banners/960199791383924736/1608221706,https://t.co/KqbKwHaaH9,6269,250,188
967100997368598528,NewsTodayTrends,News Today Trends,2018-02-23 18:17:00+00:00,"News Today Trends is a NEWS website like trending topics, politics, sports, entertainment, new movies, actors and actress, travel, technology, health, beauty",http://pbs.twimg.com/profile_images/967102098339872768/Tmwnsjfz_normal.jpg,https://pbs.twimg.com/profile_banners/967100997368598528/1519411017,https://t.co/p3tC3yTFTt,3953,2,0
961926476818976768,aplombfashions,@aplombfashions,2018-02-09 11:35:18+00:00,"An eCommerce Boutique based in Charlotte, North Carolina searching the globe to bring you up to date women fashions. Confidence is always in style.",http://pbs.twimg.com/profile_images/993534175612428288/yyxzk2jS_normal.jpg,https://pbs.twimg.com/profile_banners/961926476818976768/1520719737,https://t.co/xLWulWfUR9,23279,32,5
977076395162484737,veerabotRP,Veera,2018-03-23 06:55:40+00:00,■ Harvester of souls ■,http://pbs.twimg.com/profile_images/977201128180871168/ebSA1fMt_normal.jpg,https://pbs.twimg.com/profile_banners/977076395162484737/1521791250,,154,114,86
949272153995620354,hansleiaa,han solo enthusiast,2018-01-05 13:31:32+00:00,what i crave,http://pbs.twimg.com/profile_images/982155415696752641/9orIgFmI_normal.jpg,https://pbs.twimg.com/profile_banners/949272153995620354/1522999075,https://t.co/OEWGfJgCC5,1535,65,147
960177093240807424,funknoweledge,Arsalan Khan,2018-02-04 15:43:53+00:00,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,38792,23,78
970462895279570945,agentx10718,Clara Bradford,2018-03-05 00:55:59+00:00,Marvel roleplay account// 18+// Bi// OC,http://pbs.twimg.com/profile_images/970465063642464256/SCTpprrf_normal.jpg,https://pbs.twimg.com/profile_banners/970462895279570945/1521941505,,100,20,21
954169595472109568,Zzzxxxcccv02,داليا,2018-01-19 01:52:13+00:00,لا تدور الفائده في حسابي دورها في عصير البرتقال,http://pbs.twimg.com/profile_images/987100934898704384/Vkyc-YRH_normal.jpg,https://pbs.twimg.com/profile_banners/954169595472109568/1524178195,,202,13,22
959354473104617472,anneentertainme,AN-NE Entertainment,2018-02-02 09:15:05+00:00,AN-NE Entertainment: The latest entertainment news in the UK and worldwide can be found on Youtube channel. Visit us online today for more on the latest news,http://pbs.twimg.com/profile_images/959355330273488902/CnJCBiKT_normal.jpg,https://pbs.twimg.com/profile_banners/959354473104617472/1517563161,,2067,3,206
961918384949604354,Eletkgdr,off per un pò,2018-02-09 11:03:09+00:00,We accept the love we think we deserve. – Kath's wife – 20.08 Deanor,http://pbs.twimg.com/profile_images/1051392554506293249/eREvk6wj_normal.jpg,https://pbs.twimg.com/profile_banners/961918384949604354/1538352585,https://t.co/F9qDVKXLGT,2210,98,71
954609311292055552,moveeztalk,Moveez TALK,2018-01-20 06:59:30+00:00,,http://pbs.twimg.com/profile_images/954610170662981632/_gzqBFH-_normal.jpg,https://pbs.twimg.com/profile_banners/954609311292055552/1516431823,,3496,1,0
953203907060256768,tonline_promis,t-online Promi-News,2018-01-16 09:54:55+00:00,"Das Beste von https://t.co/Rl55TyabdH • Haupt-Account: @tonline_news • Wir twittern auch unter @tonline_sport @tonline_digital, @so_ist_fussball • Impressum:",http://pbs.twimg.com/profile_images/1300383190700392448/HxtGITxB_normal.jpg,https://pbs.twimg.com/profile_banners/953203907060256768/1517299164,https://t.co/aMZmgexoaM,14539,351,54
961830405811855361,LARA2SWEET,vanjie,2018-02-09 05:13:33+00:00,hey,http://pbs.twimg.com/profile_images/1034690015769624577/Ih_HQKlA_normal.jpg,https://pbs.twimg.com/profile_banners/961830405811855361/1529175796,,883,188,218
949692089100591104,cezveblog,Cezve Blog,2018-01-06 17:20:13+00:00,"Sohbet ve chat kültürü ile ilgili yazılar, merak edilenler ve sosyal medyadaki son gelişmelere dair haberlere yer veriliyor. Facebook: https://t.co/dw6vTqQdVS",http://pbs.twimg.com/profile_images/1252152284454273025/ChgwiO4n_normal.jpg,https://pbs.twimg.com/profile_banners/949692089100591104/1587376187,https://t.co/VTgSqCchB4,33006,300,148
961119883898605568,HelenBroughto10,Helen Brough🇬🇧⚓🌹,2018-02-07 06:10:11+00:00,🌏 Politics⛩SOCIALIST🐉GREEN MINDED..LIVING OUTSIDE THE GOLDFISH BOWL 🙏PEACE 🇮🇷🇻🇪☮🇵🇸🇸🇾🇾🇪NOT WAR #YemenCantWait #StopArmingSaudi 🐶Animal Lover,http://pbs.twimg.com/profile_images/1182911048644513794/7bIoqjzg_normal.jpg,https://pbs.twimg.com/profile_banners/961119883898605568/1603601923,,55353,7003,5819
961666311326662656,A__News_,A News,2018-02-08 18:21:30+00:00,AddThis Sharing Buttons,http://pbs.twimg.com/profile_images/961667200829534209/-HUQPFe6_normal.jpg,https://pbs.twimg.com/profile_banners/961666311326662656/1518114291,,17677,57,37
982931739856330753,catheri49799736,Алекса Лапина,2018-04-08 10:42:43+00:00,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,372,10,94
986457483731349504,patsyhubbard61,Нина Куликова,2018-04-18 04:12:46+00:00,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,700,18,34
986655187166203904,YMhP9zcrlDuyAmW,Евгения Морозова,2018-04-18 17:18:22+00:00,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,296,6,39
975006806886973442,raphaelzaccaron,Raphaël Z.,2018-03-17 13:51:52+00:00,Juventino | Quartier-maître du Walrus | Chargé de com',http://pbs.twimg.com/profile_images/1240979605680463874/llqPjT0N_normal.jpg,https://pbs.twimg.com/profile_banners/975006806886973442/1584748810,,498,50,390
975022727504515074,StellaParker67,stella parker,2018-03-17 14:55:08+00:00,Follow For Follow,http://pbs.twimg.com/profile_images/975023930439282689/VMtaluZH_normal.jpg,https://pbs.twimg.com/profile_banners/975022727504515074/1521299684,,259,850,1128
957702469038952449,ShavedSheev_,𝐁𝐚𝐥𝐝𝐚𝐭𝐢𝐧𝐞 𝐌𝐚𝐧𝐡𝐚𝐭𝐭𝐚𝐧™ ( ⊃∪∩⪽ ),2018-01-28 19:50:36+00:00,"hi this is me 


| #BLM | #FreePalestine | #SaveYemen |",http://pbs.twimg.com/profile_images/1206455443138072576/0aBOdO2S_normal.jpg,https://pbs.twimg.com/profile_banners/957702469038952449/1576476371,,36530,654,582
964882988155711488,celebsnapchatsU,Snapchat Names,2018-02-17 15:23:25+00:00,"Category : snapchat names
celebrity snapchats
snapchat users
snapchat usernames list
best snapchats
celebrity snapchat names
snap usernames
celebrity snaps",http://pbs.twimg.com/profile_images/964884834664501249/8hcrjqgn_normal.jpg,https://pbs.twimg.com/profile_banners/964882988155711488/1518881517,https://t.co/GHV5UCQJ4M,948,85,397
951673368012640256,Jmanganiello_SR,Joseph Manganiello,2018-01-12 04:33:07+00:00,"41. Actor y productor de cine. Pervertido, morboso, fetichista. Mi falta de paciencia me precede. Hope. [+21] #FreeRol",http://pbs.twimg.com/profile_images/1000233046304591873/KKtGFPpR_normal.jpg,https://pbs.twimg.com/profile_banners/951673368012640256/1516989281,,1339,425,406
950841259668668416,janeWharton90,jane wharton,2018-01-09 21:26:36+00:00,,http://pbs.twimg.com/profile_images/961434663536484353/XvggaoFF_normal.jpg,,,6,0,4
976619313951068161,wannamovie,Moviewa,2018-03-22 00:39:23+00:00,•Reklam/İşbirliği için https://t.co/EjtdHm61sw • https://t.co/j8nDOjVJZt,http://pbs.twimg.com/profile_images/1215231514394398720/oYYTvj8R_normal.jpg,https://pbs.twimg.com/profile_banners/976619313951068161/1611037712,https://t.co/tDzoEqNuug,29279,126497,7
972766413504032768,LavadyLuis,Luis Carlos Lavady,2018-03-11 09:29:20+00:00,"Apprentice journalist, or frustrated journalist. I think, I summarize, and I tell my story. There are better. Depressive and anxious, fight for a better society",http://pbs.twimg.com/profile_images/1232403345421238272/N1cPegVJ_normal.jpg,https://pbs.twimg.com/profile_banners/972766413504032768/1600590585,,6178,1363,378
984439103599947776,sociamediaa,Sociamediaa,2018-04-12 14:32:27+00:00,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,541,0,2
952845841659760640,mushtaqwaqas000,waqas Mushtaq,2018-01-15 10:12:06+00:00,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,441,0,0
987638568058310656,Celebritie_us,Celebrities,2018-04-21 10:25:58+00:00,La revue de presse des stars et de la TV réalitée,http://pbs.twimg.com/profile_images/987639607339769861/vA_xI-rR_normal.jpg,https://pbs.twimg.com/profile_banners/987638568058310656/1524306597,https://t.co/NxP71XrVo3,1668,5,146
965871548186939392,Channel__News_,Channel News,2018-02-20 08:51:36+00:00,Find out more here,http://pbs.twimg.com/profile_images/965873070673219584/sBSy3EZK_normal.jpg,https://pbs.twimg.com/profile_banners/965871548186939392/1519117250,,54538,153,0
